nazwa,miasto,zdalnie,zarobki_min,zarobki_max
Senior Java Developer,"Wrocław, +1 location",Tak,23 230,32 520
Mid/Senior Fullstack Developer,"Warszawa, +2 locations",Tak,Brak danych,Brak danych
Projektant Integracji,Warszawa,Tak,Brak danych,Brak danych
Java Developer Mid/Senior,Gdańsk,Tak,15 000,20 000
Mulesoft Integration Engineer,"Wrocław, +2 locations",Tak,18 500,25 200
Backend Developer/ka,Kraków,Nie,13 000,19 000
Fullstack Developer,Wrocław,Nie,6 000,9 000
QA Engineer,Warszawa,Tak,14 000,16 000
Software Tester,Warszawa,Nie,Brak danych,Brak danych
Junior Java Developer,Warszawa,Tak,5 500,11 000
Java Developer (finanse publiczne),Warszawa,Tak,23 000,27 000
Java Software Developer,Warszawa,Nie,Brak danych,Brak danych
Java Developer,"Wrocław, +2 locations",Tak,12 000,20 000
Senior Java Developer,Warszawa,Tak,19 000,29 000
Senior Java Developer,Warszawa,Tak,28 560,33 600
Fullstack Java Developer,Warszawa,Nie,26 000,30 000
Java Developer,"Warszawa, +5 locations",Tak,17 000,21 000
Tester Automatyzujący (R&D),Warszawa,Tak,10 000,13 000
Java Developer remote,"Wrocław, +2 locations",Tak,19 000,27 000
Full Stack Developer (Java/Kotlin/React),Warszawa,Nie,10 000,20 000
Software Engineer,Kraków,Nie,Brak danych,Brak danych
Full-Stack Java Developer,Kraków,Nie,7 000,12 000
Java/Kotlin Developer,Warszawa,Nie,10 900,16 000
Fullstack Java Developer Remote,"Gdańsk, +1 location",Tak,16 000,23 000
Senior Java Fullstack Developer,"Kraków, +2 locations",Tak,15 000,24 200
Full Stack Java Developer,Warszawa,Tak,25 000,28 500
Java Integration Developer- Remote,"Warszawa, +2 locations",Tak,Brak danych,Brak danych
Lead Software Engineer/Technical Lead,Wrocław,Tak,26 880,30 240
Junior Java Developer,Warszawa,Tak,7 000,9 000
Java Developer,Warszawa,Nie,21 000,27 000
Java Developer (Mid/Senior),Katowice,Tak,16 000,27 000
Java Developer,Warszawa,Tak,26 400,28 160
Senior Java Developer,Warszawa,Nie,13 000,19 000
Mid and Senior Java Developer,Warszawa,Tak,18 480,33 600
Software Java Engineer,Gdańsk,Tak,13 000,17 000
Backend Developer,Katowice,Nie,Brak danych,Brak danych
Java Developer,Warszawa,Nie,21 000,25 000
Junior Fullstack Developer,Warszawa,Nie,5 000,10 000
Programista Java (Mid),"Wrocław, +1 location",Nie,11 000,17 000
Software Engineer,Warszawa,Tak,14 000,21 000
Dialogue Designer,Kraków,Tak,4 500,9 000
Junior Java Developer,Warszawa,Nie,Brak danych,Brak danych
Mid Java Developer,Warszawa,Tak,12 000,18 000
Java Developer,"Wrocław, +2 locations",Tak,18 500,25 200
Senior Mobile Test Automation Engineer,Warszawa,Tak,20 160,26 880
Java Developer,"Warszawa, +4 locations",Tak,10 000,16 000
Java Developer,"Białystok, +2 locations",Tak,9 000,16 000
Senior Java Developer Remote,"Gdańsk, +1 location",Tak,23 000,27 000
Java/Scala Developer,"Wrocław, +2 locations",Tak,16 000,27 000
Configuration Engineer,Warszawa,Tak,13 000,15 000
Mid/Senior Java Developer,Warszawa,Nie,15 000,27 000
Java Microservices Developer,"Katowice, +1 location",Tak,Brak danych,Brak danych
Junior Java Developer,Gdańsk,Nie,Brak danych,Brak danych
QA Engineer - Remote,Warszawa,Tak,7 500,11 000
Senior Java Developer,Warszawa,Nie,28 560,30 240
Senior IT Developer to P&F,"Gdynia, +1 location",Nie,Brak danych,Brak danych
Senior Java Software Engineer,"Warszawa, +4 locations",Tak,22 750,26 125
Senior Fullstack Java Developer,Wrocław,Tak,24 000,28 000
Expert JAVA / Backend Engineer to ICP,"Gdynia, +1 location",Nie,Brak danych,Brak danych
React Developer,"Warszawa, +5 locations",Tak,16 000,28 000
Open Source Engineer (Java),"Warszawa, +1 location",Tak,20 000,26 000
Junior Fullstack Developer - Remote,"Warszawa, +2 locations",Tak,21 370,26 010
Software Engineer Java Spring,Kraków,Tak,22 000,24 500
Senior Test Automation Developer,Wrocław,Tak,18 000,24 000
Java Team Lead,Warszawa,Tak,21 375,31 125
React Developer,"Warszawa, +5 locations",Tak,16 000,28 000
Open Source Engineer (Java),"Warszawa, +1 location",Tak,20 000,26 000
Junior Fullstack Developer - Remote,"Warszawa, +2 locations",Tak,21 370,26 010
Software Engineer Java Spring,Kraków,Tak,22 000,24 500
Senior Test Automation Developer,Wrocław,Tak,18 000,24 000
Java Team Lead,Warszawa,Tak,21 375,31 125
Java Developer (mid/senior) remote,"Warszawa, +2 locations",Tak,20 000,26 500
Java Developer,Wrocław,Tak,12 000,20 000
Lead Java Engineer,Kraków,Tak,23 000,32 000
Java Developer - Urban Mobility Engineer,Warszawa,Tak,19 000,22 000
Senior Java Developer (Integration),Warszawa,Nie,Brak danych,Brak danych
Java Developer,"Warszawa, +2 locations",Tak,22 000,27 000
Senior Java Developer,"Warszawa, +2 locations",Tak,22 000,28 000
Mid Java Developer,"Katowice, +1 location",Tak,12 000,17 000
PROGRAMISTA JAVA,"Warszawa, +3 locations",Nie,Brak danych,Brak danych
Junior Java Developer with German,Wrocław,Tak,Brak danych,Brak danych
Java Developer,"Wrocław, +2 locations",Nie,11 000,20 000
Development Summer Intern (Java),Wrocław,Nie,,
Java Full-Stack Developer,Warszawa,Nie,Brak danych,Brak danych
Java Developer,Warszawa,Tak,13 200,19 800
Backend Java Developer,"Wrocław, +2 locations",Tak,18 000,28 500
Software Development Team Leader,Gdańsk,Nie,16 000,24 000
"Tech Lead, Application Development","Gdynia, +1 location",Tak,15 000,26 000
Senior Java Developer,Wrocław,Tak,Brak danych,Brak danych
Mid/Senior Developer (Java &/or Angular),"Gdynia, +1 location",Tak,15 000,24 000
Java Software Developer,Wrocław,Tak,17 000,28 000
Java Developer,"Białystok, +2 locations",Nie,22 000,26 000
"Lead Software Engineer, Backend",Kraków,Tak,23 000,26 000
Junior/Mid Developer (Java &/or Angular),"Gdynia, +1 location",Tak,8 000,16 000
Java Developer,Warszawa,Tak,Brak danych,Brak danych
Java Developer,"Sopot, +2 locations",Tak,12 000,20 000
Java Developer,Warszawa,Tak,21 000,30 000
Remote Java Developer,"Kraków, +1 location",Tak,12 000,20 000
Java Developer,Wrocław,Tak,Brak danych,Brak danych
Java Developer - Remote,Gdańsk,Tak,Brak danych,Brak danych
Java Developer,Wrocław,Tak,12 000,18 000
Senior Java Developer,"Warszawa, +4 locations",Tak,16 000,20 000
Java Developer,Warszawa,Tak,21 000,26 250
Senior Software Engineer,"Wrocław, +2 locations",Tak,Brak danych,Brak danych
Backend Developer - Java,Warszawa,Nie,Brak danych,Brak danych
Java Developer - Backend / Full-stack,Warszawa,Nie,Brak danych,Brak danych
Team Lead Software Engineer,Katowice,Tak,22 000,28 000
Java Engineer,Kraków,Tak,12 000,17 000
Senior Java Engineer,"Szczecin, +2 locations",Tak,20 000,25 000
Senior Streaming Developer,Wrocław,Tak,39 000,43 000
Java Developer,"Katowice, +2 locations",Tak,20 000,23 500
Remote Java Developer,"Legnica, +2 locations",Tak,13 000,22 000
Java Developer,Warszawa,Nie,12 000,16 000
Junior Backend Developer,Warszawa,Tak,7 000,10 000
Salesforce Starter Academy 2,"Warszawa, +1 location",Tak,Brak danych,Brak danych
Java Developer,"Warszawa, +18 locations",Tak,12 000,18 000
Senior Java Developer,"Warszawa, +18 locations",Tak,18 000,25 000
Manager Software Engineering,Kraków,Nie,Brak danych,Brak danych
Junior Backend Developer,Kraków,Tak,5 000,10 000
Java Developer,Wrocław,Tak,21 000,25 200
Senior Java Developer,Warszawa,Tak,19 500,28 500
Java Developer,Kraków,Tak,17 600,26 000
Senior Java Backend Developer,Wrocław,Tak,18 000,27 000
Salesforce Lab,"Warszawa, +2 locations",Tak,Brak danych,Brak danych
Mid JAVA Developer,"Bydgoszcz, +5 locations",Tak,14 000,19 000
Middle Java Engineer,Warszawa,Nie,Brak danych,Brak danych
"Senior Software Developer|Java, Angular",Kraków,Tak,16 000,24 000
Lead Java Developer,"Katowice, +3 locations",Tak,14 000,21 000
Java/Kotlin Developer,"Wrocław, +2 locations",Tak,11 800,18 500
Mid/Senior Backend Software Engineer,"Gdańsk, +18 locations",Nie,13 940,27 870
Junior Java Developer,Warszawa,Nie,13 440,15 960
Java Developer,"Katowice, +3 locations",Tak,9 000,14 000
Java/Integration Engineer,"Wrocław, +2 locations",Tak,18 500,25 200
Senior Java Developer,"Katowice, +2 locations",Tak,12 000,18 000
Java Developer,Kraków,Tak,12 000,18 000
Senior / Staff Software Engineer,"Warszawa, +2 locations",Tak,17 000,30 000
Full Stack Java Developer,"Wrocław, +3 locations",Tak,14 000,20 000
Java Developer (B2B),Warszawa,Nie,10 000,16 000
Junior Java Developer,Warszawa,Nie,7 000,8 000
Java/JEE Programmer,Sopot,Tak,Brak danych,Brak danych
Remote Senior Java Backend Developer,Warszawa,Tak,12 000,23 000
Programista JAVA,"Poznań, +2 locations",Nie,10 000,18 000
Remote Mid Java Backend Developer,Warszawa,Tak,9 000,18 000
Engineering Manager,Kraków,Nie,22 500,33 500
Backend Engineer,"Kraków, +1 location",Tak,14 000,27 500
Junior Full Stack Developer,Wrocław,Tak,Brak danych,Brak danych
Komputerowiec Dżawa,Kraków,Tak,10 500,21 000
Full Stack Developer,Wrocław,Tak,Brak danych,Brak danych
Programista JAVA,"Poznań, +2 locations",Nie,10 000,18 000
Remote Mid Java Backend Developer,Warszawa,Tak,9 000,18 000
Engineering Manager,Kraków,Nie,22 500,33 500
Backend Engineer,"Kraków, +1 location",Tak,14 000,27 500
Junior Full Stack Developer,Wrocław,Tak,Brak danych,Brak danych
Komputerowiec Dżawa,Kraków,Tak,10 500,21 000
Full Stack Developer,Wrocław,Tak,Brak danych,Brak danych
Senior Java Developer,Kraków,Nie,13 000,20 000
Java Developer,Warszawa,Nie,Brak danych,Brak danych
Java Developer (Mid/Senior),Wrocław,Tak,15 960,26 880
Młodszy Programista Java,"Warszawa, +1 location",Tak,Brak danych,Brak danych
Junior Java Developer,Wrocław,Tak,10 080,15 960
React Developer,Gdynia,Tak,12 000,18 000
Senior Java Developer,"Warszawa, +1 location",Tak,16 000,24 000
Ekspert Java Craftsman,"Warszawa, +2 locations",Tak,26 000,36 000
Senior Full-Stack Java Developer,Wrocław,Tak,20 160,26 880
Java Developer,"Poznań, +4 locations",Tak,Brak danych,Brak danych
Java Developer,Warszawa,Tak,17 000,18 500
Senior Java Engineer,Warszawa,Nie,Brak danych,Brak danych
Java Developer,Kraków,Tak,21 850,26 800
Senior Java Developer,Warszawa,Tak,20 000,30 000
Cloud Engineer,Kraków,Nie,16 000,28 000
Java Backend Engineer (Mid/Senior),"Kraków, +2 locations",Tak,20 000,30 000
Java Developer,Poznań,Nie,9 000,17 000
Senior Java Developer (Remote),Gdańsk,Tak,Brak danych,Brak danych
Full Stack Developer,"Białystok, +1 location",Tak,9 000,18 000
"Technical Lead (Java, TypeScript, web)","Poznań, +1 location",Tak,21 000,29 000
REACT NATIVE DEVELOPER (REMOTE),London,Tak,Brak danych,Brak danych
Java Developer,"Wrocław, +2 locations",Nie,11 000,17 000
Cloud Software Engineer,Warszawa,Tak,Brak danych,Brak danych
Senior Java Developer,Kraków,Nie,Brak danych,Brak danych
Java Developer,Kraków,Nie,Brak danych,Brak danych
Java Developer,Warszawa,Tak,19 000,27 000
Java Developer,Kraków,Tak,13 000,26 000
Programista Java,"Zielonka, +11 locations",Nie,Brak danych,Brak danych
Lead Cloud Software Engineer,Warszawa,Tak,Brak danych,Brak danych
IT Team Lead,Warszawa,Nie,24 000,28 000
Senior Java Developer,"Łódź, +1 location",Tak,Brak danych,Brak danych
Java Developer,Wrocław,Nie,11 000,17 000
Remote Junior Java Developer,"Wrocław, +3 locations",Tak,4 000,8 000
Senior Java Cloud Developer,"Kraków, +4 locations",Tak,18 700,28 500
Angular Developers,Limassol,Tak,11 610,23 230
Remote Java Engineer,Poznań,Tak,11 000,16 000
Junior Fullstack Developer,Warszawa,Nie,Brak danych,Brak danych
Tester Manualny Oprogramowania,Białystok,Nie,Brak danych,Brak danych
Full-Stack Developer (Java + React),Warszawa,Tak,17 000,24 000
Java Developer,Łódź,Nie,16 000,19 000
Kotlin Developer,Wrocław,Tak,15 120,23 520
Java Developer,"Wrocław, +2 locations",Tak,15 000,22 000
Fullstack Java Developer,Wrocław,Nie,14 000,21 000
Java developer Internship,Gdańsk,Nie,,
Junior Java Developer,Warszawa,Nie,7 500,11 000
Paid Java Internship,Wrocław,Nie,2 000,2 800
Senior Java Developer,"Warszawa, +2 locations",Tak,26 000,28 500
Senior Java Developer/Scala Developer,Wrocław,Tak,15 120,25 200
Remote Mid/Senior Java Developer,Gliwice,Tak,12 000,24 000
QA Engineer,Kraków,Tak,27 870,37 160
Software Development Technical Leader,Warszawa,Tak,27 200,30 400
Senior Site Reliability Engineer,Oslo,Tak,Brak danych,Brak danych
Java Developer,Warszawa,Tak,Brak danych,Brak danych
Junior Java Developer,Poznań,Nie,5 000,8 000
Java Developer,Warszawa,Tak,12 000,20 000
Java Developer,Kraków,Tak,20 000,28 500
"Java Developer (Mid, Senior)",Warszawa,Nie,22 000,32 000
Java Full-Stack Developer (100% remote),"Wrocław, +2 locations",Tak,11 000,20 000
Senior Java Software Developer,"Wrocław, +2 locations",Tak,15 000,20 500
Programista Java,Warszawa,Tak,Brak danych,Brak danych
Java Dev with Big Data basics,Warszawa,Tak,15 000,28 000
Programista,Gdynia,Tak,Brak danych,Brak danych
Junior Java Developer,Gdańsk,Nie,3 000,6 000
Projektant Integracji (DevOps),Warszawa,Nie,Brak danych,Brak danych
"Staff Software Engineer, Android",San Francisco,Tak,Brak danych,Brak danych
Junior Back End Software Engineer,Wrocław,Nie,6 000,9 000
Back-end Developer (Mid),"Wrocław, +2 locations",Tak,12 000,17 500
Java Software Engineer,Gdańsk,Nie,10 000,14 000
Backend Developer (Java) - Mid/Senior,Łódź,Tak,19 000,24 000
"Backend Engineer, Ads Targeting",San Francisco,Tak,Brak danych,Brak danych
"Android Engineer, Apps Platform",San Francisco,Tak,Brak danych,Brak danych
Senior Software Engineer,New York,Tak,Brak danych,Brak danych
Cloud Engineer (Wroclaw),Wrocław,Nie,16 000,28 000
Junior Backend Developer (DDL),Gdańsk,Nie,8 200,12 300
Junior Java Developer,Gdańsk,Nie,Brak danych,Brak danych
Java Developer,Warszawa,Tak,13 000,18 000
Senior Software Engineer,New York,Tak,Brak danych,Brak danych
Cloud Engineer (Wroclaw),Wrocław,Nie,16 000,28 000
Junior Backend Developer (DDL),Gdańsk,Nie,8 200,12 300
Junior Java Developer,Gdańsk,Nie,Brak danych,Brak danych
Java Developer,Warszawa,Tak,13 000,18 000
Java Developer (program szkoleniowy),Lublin,Nie,3 010,3 100
Fullstack Java Developer,Warszawa,Tak,18 000,30 000
Młodszy Programista Java,Warszawa,Nie,Brak danych,Brak danych
Senior Java Developer,"Lublin, +1 location",Tak,18 000,24 000
Technical Lead with Java,"Warszawa, +1 location",Tak,22 000,27 000
Java Software Developer,"Warszawa, +1 location",Tak,18 000,22 000
Senior Java Developer,Warszawa,Tak,20 000,28 000
Programista - Staż/Intern,Rzeszów,Nie,Brak danych,Brak danych
Full Stack Engineer with Java,Gdańsk,Tak,13 750,25 300
Praktyki Java/Salesforce,"Warszawa, +1 location",Tak,Brak danych,Brak danych
Experienced Java Developer,Gdańsk,Nie,15 000,23 000
"Senior Software Engineer, JAVA",Warszawa,Tak,21 840,30 240
Java Backend Developer,Poznań,Tak,12 000,17 000
Junior Java Developer,Wrocław,Tak,6 000,12 000
Java Developer (Mid/Senior),Warszawa,Tak,15 000,22 000
