,zarobki_min,zarobki_max,nazwa,miasto,zdalnie,zarobki_srednie
1701,8000.0,14000.0,Embedded C Developer,"Białystok, Bydgoszcz, Częstochowa, Gdańsk, Gliwice, Katowice, Kraków, Łódź, Rzeszów, Warszawa, Wrocław",Tak,11000.0
1721,8000.0,14000.0,Embedded C Developer,"Białystok, Bydgoszcz, Częstochowa, Gdańsk, Gliwice, Katowice, Kraków, Łódź, Rzeszów, Warszawa, Wrocław",Tak,11000.0
1741,8000.0,14000.0,Embedded C Developer,"Białystok, Bydgoszcz, Częstochowa, Gdańsk, Gliwice, Katowice, Kraków, Łódź, Rzeszów, Warszawa, Wrocław",Tak,11000.0
1761,8000.0,14000.0,Embedded C Developer,"Białystok, Bydgoszcz, Częstochowa, Gdańsk, Gliwice, Katowice, Kraków, Łódź, Rzeszów, Warszawa, Wrocław",Tak,11000.0
1781,8000.0,14000.0,Embedded C Developer,"Białystok, Bydgoszcz, Częstochowa, Gdańsk, Gliwice, Katowice, Kraków, Łódź, Rzeszów, Warszawa, Wrocław",Tak,11000.0
1801,8000.0,14000.0,Embedded C Developer,"Białystok, Bydgoszcz, Częstochowa, Gdańsk, Gliwice, Katowice, Kraków, Łódź, Rzeszów, Warszawa, Wrocław",Tak,11000.0
1821,8000.0,14000.0,Embedded C Developer,"Białystok, Bydgoszcz, Częstochowa, Gdańsk, Gliwice, Katowice, Kraków, Łódź, Rzeszów, Warszawa, Wrocław",Tak,11000.0
1841,8000.0,14000.0,Embedded C Developer,"Białystok, Bydgoszcz, Częstochowa, Gdańsk, Gliwice, Katowice, Kraków, Łódź, Rzeszów, Warszawa, Wrocław",Tak,11000.0
1861,8000.0,14000.0,Embedded C Developer,"Białystok, Bydgoszcz, Częstochowa, Gdańsk, Gliwice, Katowice, Kraków, Łódź, Rzeszów, Warszawa, Wrocław",Tak,11000.0
1881,8000.0,14000.0,Embedded C Developer,"Białystok, Bydgoszcz, Częstochowa, Gdańsk, Gliwice, Katowice, Kraków, Łódź, Rzeszów, Warszawa, Wrocław",Tak,11000.0
1884,8500.0,19000.0,Laravel FullStack Developer,"Kraków, Warszawa",Tak,13750.0
1885,8500.0,19000.0,Laravel FullStack Developer,"Kraków, Warszawa",Tak,13750.0
1886,8500.0,19000.0,Laravel FullStack Developer,"Kraków, Warszawa",Tak,13750.0
1887,8500.0,19000.0,Laravel FullStack Developer,"Warszawa, Wrocław",Tak,13750.0
1891,8500.0,18000.0,PHP Developer,"Gdańsk, Lublin, Szczecin, Warszawa",Tak,13250.0
1894,8500.0,19000.0,Laravel FullStack Developer,"Katowice, Łódź",Tak,13750.0
1895,8500.0,19000.0,Laravel FullStack Developer,"Katowice, Łódź",Tak,13750.0
1896,8500.0,19000.0,Laravel FullStack Developer,"Katowice, Łódź",Tak,13750.0
1908,8500.0,18000.0,PHP Developer,"Kraków, Łódź, Lublin, Wrocław",Tak,13250.0
1910,12000.0,26000.0,PHP Developer,"Katowice, Kraków, Łódź, Warszawa, Wrocław",Tak,19000.0
1915,8500.0,19000.0,Laravel FullStack Developer,"Sztokholm, Wrocław",Tak,13750.0
1916,8500.0,19000.0,Laravel FullStack Developer,"Sztokholm, Wrocław",Tak,13750.0
1957,13000.0,17700.0,Web Fullstack Developer,"Gdańsk, Kraków, Warszawa",Tak,15350.0
1958,9500.0,12500.0,Junior JavaScript Developer,"Kraków, Warszawa",Tak,11000.0
1960,19000.0,25000.0,Senior Cloud Developer (Performance Testing),"Białystok, Bydgoszcz, Częstochowa, Gdańsk, Gliwice, Katowice, Krakow, Łódź, Lublin, Piła, Poznań, Rzeszów, Warsaw, Wrocław",Tak,22000.0
1961,13000.0,17700.0,Web Fullstack Developer,"Katowice, Krakow, Warsaw",Tak,15350.0
1962,19000.0,25400.0,Senior Java Developer,"Białystok, Gdańsk, Krakow, Poznań, Wrocław",Tak,22200.0
1963,19000.0,25400.0,Senior Java Developer,"Białystok, Gdańsk, Krakow, Poznań, Wrocław",Tak,22200.0
1964,9500.0,12500.0,Junior JavaScript Developer,"Lublin, Warsaw",Tak,11000.0
1965,13000.0,17700.0,Java Backend Developer,"Katowice, Krakow, Łódź, Warsaw",Tak,15350.0
1966,13000.0,17700.0,Java Backend Developer,"Katowice, Krakow, Łódź, Warsaw",Tak,15350.0
1967,13000.0,17700.0,Java Backend Developer,"Katowice, Krakow, Łódź, Warsaw",Tak,15350.0
1968,13000.0,17700.0,Java Backend Developer,"Katowice, Krakow, Łódź, Warsaw",Tak,15350.0
1969,13000.0,17700.0,Java Backend Developer,"Katowice, Krakow, Łódź, Warsaw",Tak,15350.0
1970,13000.0,17700.0,Java Backend Developer,"Katowice, Krakow, Łódź, Warsaw",Tak,15350.0
1971,13000.0,17700.0,Web Fullstack Developer,"Krakow, Warsaw, Wrocław",Tak,15350.0
1973,13000.0,17700.0,Web Fullstack Developer,"Krakow, Warsaw, Wrocław",Tak,15350.0
1975,9500.0,12500.0,Junior JavaScript Developer,"Katowice, Łódź",Tak,11000.0
1977,9500.0,12500.0,Junior JavaScript Developer,"Gdynia, Gliwice",Tak,11000.0
1978,9500.0,12500.0,Junior JavaScript Developer,"Krakow, Warsaw",Tak,11000.0
1980,9500.0,12500.0,Junior JavaScript Developer,"Katowice, Łódź",Tak,11000.0
1981,9500.0,12500.0,Junior JavaScript Developer,"Katowice, Łódź",Tak,11000.0
1982,9500.0,12500.0,Junior JavaScript Developer,"Katowice, Łódź",Tak,11000.0
1983,9500.0,12500.0,Junior JavaScript Developer,"Katowice, Łódź",Tak,11000.0
1984,9500.0,12500.0,Junior JavaScript Developer,"Katowice, Łódź",Tak,11000.0
1998,9500.0,12500.0,Junior JavaScript Developer,"Katowice, Warszawa",Tak,11000.0
1999,9500.0,12500.0,Junior JavaScript Developer,"Katowice, Warszawa",Tak,11000.0
2001,9500.0,12500.0,Junior JavaScript Developer,"Kraków, Warszawa",Tak,11000.0
2005,13000.0,17700.0,Java Backend Developer,"Białystok, Kielce, Łódź, Zielona Góra",Nie,15350.0
2006,19000.0,25400.0,Senior Java Developer,"Białystok, Kielce, Łódź, Poznań, Zielona Góra",Nie,22200.0
2007,19000.0,25400.0,Senior Java Developer,"Białystok, Kielce, Łódź, Poznań, Zielona Góra",Nie,22200.0
2009,19000.0,25400.0,Senior Java Developer,"Białystok, Kielce, Łódź, Poznań, Zielona Góra",Nie,22200.0
2010,19000.0,25400.0,Senior Java Developer,"Białystok, Kielce, Łódź, Poznań, Zielona Góra",Nie,22200.0
2011,19000.0,25400.0,Senior Java Developer,"Białystok, Kielce, Łódź, Poznań, Zielona Góra",Nie,22200.0
2012,19000.0,25400.0,Senior Java Developer,"Białystok, Kielce, Łódź, Poznań, Zielona Góra",Nie,22200.0
2014,19000.0,25000.0,Senior Frontend Developer,"Białystok, Bydgoszcz, Częstochowa, Gdańsk, Gliwice, Katowice, Kraków, Łódź, Lublin, Poznań, Rzeszów, Warszawa, Wrocław",Tak,22000.0
2015,19000.0,25400.0,Senior Java Developer,"Białystok, Lublin, Ostrów Wielkopolski, Rzeszów, Warszawa",Tak,22200.0
2018,19000.0,25400.0,Senior Java Developer,"Białystok, Kielce, Łódź, Poznań, Zielona Góra",Tak,22200.0
2022,13000.0,17700.0,Web Fullstack Developer,"Kraków, Warszawa, Wrocław",Tak,15350.0
2023,9500.0,12500.0,Junior JavaScript Developer,"Katowice, Łódź",Tak,11000.0
2024,9500.0,12500.0,Junior JavaScript Developer,"Katowice, Łódź",Tak,11000.0
2025,9500.0,12500.0,Junior JavaScript Developer,"Kraków, Warszawa",Tak,11000.0
2027,9500.0,12500.0,Junior JavaScript Developer,"Kraków, Warszawa",Tak,11000.0
2028,9500.0,12500.0,Junior JavaScript Developer,"Kraków, Warszawa",Tak,11000.0
2029,9500.0,12500.0,Junior JavaScript Developer,"Katowice, Warszawa",Tak,11000.0
2030,13000.0,17700.0,Web Fullstack Developer,"Gdańsk, Lublin, Warszawa",Tak,15350.0
2031,13000.0,17700.0,Web Fullstack Developer,"Katowice, Łódź, Warszawa",Tak,15350.0
2032,13000.0,17700.0,Web Fullstack Developer,"Katowice, Łódź, Warszawa",Tak,15350.0
2033,9500.0,12500.0,Junior JavaScript Developer,"Katowice, Łódź",Tak,11000.0
2034,13000.0,17700.0,Web Fullstack Developer,"Katowice, Łódź, Warszawa",Tak,15350.0
2035,13000.0,17700.0,Web Fullstack Developer,"Katowice, Łódź, Warszawa",Tak,15350.0
2036,13000.0,17700.0,Web Fullstack Developer,"Katowice, Łódź, Warszawa",Tak,15350.0
2037,13000.0,17700.0,Web Fullstack Developer,"Katowice, Łódź, Warszawa",Tak,15350.0
2038,13000.0,17700.0,Web Fullstack Developer,"Katowice, Łódź, Warszawa",Tak,15350.0
2039,13000.0,17700.0,Java Backend Developer,"Kraków, Szczecin, Warszawa, Wrocław",Tak,15350.0
2041,9500.0,12500.0,Junior JavaScript Developer,"Kraków, Warszawa",Tak,11000.0
2043,9500.0,12500.0,Junior JavaScript Developer,"Kraków, Warszawa",Tak,11000.0
2044,13000.0,17700.0,Web Fullstack Developer,"Białystok, Kraków, Warszawa",Tak,15350.0
2046,9500.0,12500.0,Junior JavaScript Developer,"Kraków, Warszawa",Tak,11000.0
2047,9500.0,12500.0,Junior JavaScript Developer,"Kraków, Warszawa",Tak,11000.0
2049,9500.0,12500.0,Junior JavaScript Developer,"Kraków, Warszawa",Tak,11000.0
2051,13000.0,17700.0,Web Fullstack Developer,"Białystok, Kraków, Warszawa",Tak,15350.0
2052,9500.0,12500.0,Junior JavaScript Developer,"Kraków, Warszawa",Tak,11000.0
2053,9500.0,12500.0,Junior JavaScript Developer,"Warszawa, Wrocław",Tak,11000.0
2056,19000.0,25400.0,Senior Java Developer,"Gdańsk, Katowice, Kraków, Lublin, Warszawa",Tak,22200.0
2058,19000.0,25400.0,Senior Java Developer,"Gdańsk, Katowice, Kraków, Lublin, Warszawa",Tak,22200.0
2062,19000.0,25400.0,Senior Java Developer,"Gdańsk, Katowice, Kielce, Kraków, Warszawa",Tak,22200.0
2067,9500.0,12500.0,Junior JavaScript Developer,"Kraków, Wrocław",Nie,11000.0
2077,9500.0,12500.0,Junior JavaScript Developer,"Kraków, Wrocław",Nie,11000.0
2089,9500.0,12500.0,Junior JavaScript Developer,"Kraków, Wrocław",Nie,11000.0
2097,9500.0,12500.0,Junior JavaScript Developer,"Kraków, Wrocław",Nie,11000.0
2118,9500.0,12500.0,Junior JavaScript Developer,"Katowice, Warszawa",Nie,11000.0
2149,19000.0,25000.0,Senior Frontend Developer,"Białystok, Bydgoszcz, Częstochowa, Gdańsk, Gliwice, Katowice, Kraków, Łódź, Lublin, Poznań, Rzeszów, Warszawa, Wrocław",Tak,22000.0
2151,13000.0,17700.0,Cloud Software Developer (Intelligent Selling Services),"Bydgoszcz, Częstochowa, Gdańsk, Gliwice, Katowice, Kraków, Łódź, Lublin, Poznań, Rzeszów, Warszawa, Wrocław",Tak,15350.0
2152,19000.0,25400.0,Senior Java Developer,"Katowice, Kielce, Kraków, Lublin, Warszawa",Tak,22200.0
2165,9500.0,12500.0,Junior JavaScript Developer,"Katowice, Warszawa",Nie,11000.0
2166,9500.0,12500.0,Junior JavaScript Developer,"Katowice, Warszawa",Nie,11000.0
2167,9500.0,12500.0,Junior JavaScript Developer,"Katowice, Warszawa",Nie,11000.0
2168,9500.0,12500.0,Junior JavaScript Developer,"Katowice, Warszawa",Nie,11000.0
2169,9500.0,12500.0,Junior JavaScript Developer,"Katowice, Warszawa",Nie,11000.0
2170,9500.0,12500.0,Junior JavaScript Developer,"Katowice, Warszawa",Nie,11000.0
2171,9500.0,12500.0,Junior JavaScript Developer,"Katowice, Warszawa",Nie,11000.0
2172,9500.0,12500.0,Junior JavaScript Developer,"Katowice, Warszawa",Nie,11000.0
2173,9500.0,12500.0,Junior JavaScript Developer,"Katowice, Warszawa",Nie,11000.0
2174,9500.0,12500.0,Junior JavaScript Developer,"Katowice, Warszawa",Nie,11000.0
2175,9500.0,12500.0,Junior JavaScript Developer,"Katowice, Warszawa",Nie,11000.0
2176,9500.0,12500.0,Junior JavaScript Developer,"Katowice, Warszawa",Nie,11000.0
2177,9500.0,12500.0,Junior JavaScript Developer,"Katowice, Warszawa",Nie,11000.0
2178,9500.0,12500.0,Junior JavaScript Developer,"Katowice, Warszawa",Nie,11000.0
2180,9500.0,12500.0,Junior JavaScript Developer,"Katowice, Warszawa",Nie,11000.0
2181,9500.0,12500.0,Junior JavaScript Developer,"Katowice, Warszawa",Nie,11000.0
2182,9500.0,12500.0,Junior JavaScript Developer,"Katowice, Warszawa",Nie,11000.0
2183,9500.0,12500.0,Junior JavaScript Developer,"Katowice, Warszawa",Nie,11000.0
2185,9500.0,12500.0,Junior JavaScript Developer,"Katowice, Warszawa",Nie,11000.0
2186,9500.0,12500.0,Junior JavaScript Developer,"Katowice, Warszawa",Nie,11000.0
2187,9500.0,12500.0,Junior JavaScript Developer,"Katowice, Warszawa",Nie,11000.0
2188,9500.0,12500.0,Junior JavaScript Developer,"Katowice, Warszawa",Nie,11000.0
2189,9500.0,12500.0,Junior JavaScript Developer,"Katowice, Warszawa",Nie,11000.0
2197,19000.0,25000.0,Senior Scrum Master (SAP Commerce),"Białystok, Gdańsk, Kraków, Łódź, Lublin, Poznań, Szczecin, Warszawa, Wrocław",Tak,22000.0
2198,19000.0,25000.0,Senior Scrum Master (SAP Commerce),"Białystok, Gdańsk, Kraków, Łódź, Lublin, Poznań, Szczecin, Warszawa, Wrocław",Tak,22000.0
2199,9500.0,12500.0,Junior JavaScript Developer,"Łódź, Warszawa",Tak,11000.0
2200,9500.0,12500.0,Junior JavaScript Developer,"Ateny, Limassol",Tak,11000.0
2209,20000.0,25000.0,Senior Data Analyst,"Bydgoszcz, Częstochowa, Gdańsk, Gliwice, Katowice, Kraków, Łódź, Lublin, Poznań, Warszawa, Wrocław",Tak,22500.0
2213,19000.0,25400.0,Senior Java Developer,"Białystok, Kielce, Łódź, Poznań, Zielona Góra",Tak,22200.0
2217,9500.0,12500.0,Junior JavaScript Developer,"Anif, Salzburg",Tak,11000.0
2218,9500.0,12500.0,Junior JavaScript Developer,"Anif, Salzburg",Tak,11000.0
2219,9500.0,12500.0,Junior JavaScript Developer,"Anif, Salzburg",Tak,11000.0
2222,20000.0,25000.0,Senior Scrum Master,"Bydgoszcz, Częstochowa, Gdańsk, Gliwice, Katowice, Kraków, Poznań, Rzeszów, Warszawa, Wrocław",Tak,22500.0
2226,9500.0,12500.0,Junior JavaScript Developer,"Kraków, Warszawa",Tak,11000.0
2230,9500.0,12500.0,Junior JavaScript Developer,"Kraków, Warszawa",Tak,11000.0
2233,9500.0,12500.0,Junior JavaScript Developer,"Bydgoszcz, Warszawa",Tak,11000.0
2234,9500.0,12500.0,Junior JavaScript Developer,"Kraków, Warszawa",Tak,11000.0
2235,13000.0,17700.0,Java Backend Developer,"Kraków, Poznań, Warszawa, Wrocław",Tak,15350.0
2236,9500.0,12500.0,Junior JavaScript Developer,"Pabianice, Pieńków",Tak,11000.0
2246,13000.0,17700.0,Java Backend Developer,"Katowice, Krakow, Łódź, Warsaw",Tak,15350.0
2247,13000.0,17700.0,Java Backend Developer,"Katowice, Krakow, Łódź, Warsaw",Tak,15350.0
2248,13000.0,17700.0,Java Backend Developer,"Katowice, Krakow, Łódź, Warsaw",Tak,15350.0
2249,13000.0,17700.0,Java Backend Developer,"Katowice, Krakow, Łódź, Warsaw",Tak,15350.0
2250,13000.0,17700.0,Web Fullstack Developer,"Krakow, Warsaw, Wrocław",Tak,15350.0
2251,13000.0,17700.0,Web Fullstack Developer,"Krakow, Warsaw, Wrocław",Tak,15350.0
2252,13000.0,17700.0,Web Fullstack Developer,"Krakow, Warsaw, Wrocław",Tak,15350.0
2260,19000.0,25400.0,Senior Java Developer,"Katowice, Kraków, Łódź, Warszawa, Wrocław",Tak,22200.0
2261,13000.0,17700.0,Java Backend Developer,"Katowice, Kraków, Łódź, Warszawa",Tak,15350.0
2262,13000.0,17700.0,Java Backend Developer,"Katowice, Kraków, Łódź, Warszawa",Tak,15350.0
2263,13000.0,17700.0,Java Backend Developer,"Katowice, Kraków, Łódź, Warszawa",Tak,15350.0
2264,13000.0,17700.0,Java Backend Developer,"Kraków, Łódź, Warszawa, Wrocław",Tak,15350.0
2265,13000.0,17700.0,Java Backend Developer,"Kraków, Łódź, Warszawa, Wrocław",Tak,15350.0
2267,19000.0,25400.0,Senior Java Developer,"Katowice, Kraków, Łódź, Warszawa, Wrocław",Tak,22200.0
2268,19000.0,25400.0,Senior Java Developer,"Katowice, Kraków, Łódź, Warszawa, Wrocław",Tak,22200.0
2269,19000.0,25400.0,Senior Java Developer,"Katowice, Kraków, Łódź, Warszawa, Wrocław",Tak,22200.0
2271,19000.0,25400.0,Senior Java Developer,"Katowice, Kraków, Łódź, Warszawa, Wrocław",Tak,22200.0
2272,13000.0,17700.0,Java Backend Developer,"Katowice, Kraków, Warszawa, Wrocław",Tak,15350.0
2273,13000.0,17700.0,Java Backend Developer,"Berlin, Kraków, Paryż, Ulm",Tak,15350.0
2275,9500.0,12500.0,Junior JavaScript Developer,"Kraków, Ulm",Tak,11000.0
2276,19000.0,25400.0,Senior Java Developer,"Berlin, Kempten (Allgäu), Kraków, Paryż, Ulm",Tak,22200.0
2284,9500.0,12500.0,Junior JavaScript Developer,"Katowice, Łódź",Tak,11000.0
2286,9500.0,12500.0,Junior JavaScript Developer,"Gdynia, Katowice",Tak,11000.0
2316,9500.0,12500.0,Junior JavaScript Developer,"Kraków, Zabierzów",Tak,11000.0
2317,13000.0,17700.0,Cloud Software Developer (Intelligent Selling Services),"Białystok, Bydgoszcz, Częstochowa, Gdańsk, Gliwice, Katowice, Kraków, Łódź, Lublin, Rzeszów, Warszawa, Wrocław",Tak,15350.0
2318,13000.0,17700.0,Java Backend Developer,"Łódź, Lublin, Poznań, Warszawa",Tak,15350.0
2319,20000.0,25000.0,Senior Data Analyst,"Białystok, Bydgoszcz, Częstochowa, Gdańsk, Gliwice, Katowice, Kraków, Łódź, Rzeszów, Warszawa, Wrocław",Tak,22500.0
2326,9500.0,12500.0,Junior JavaScript Developer,"Kraków, Warszawa",Tak,11000.0
2328,19000.0,25400.0,Senior Java Developer,"Gdańsk, Katowice, Kielce, Kraków, Warszawa",Tak,22200.0
2337,13000.0,17700.0,Web Fullstack Developer,"Lublin, Poznań, Warszawa",Tak,15350.0
2339,19000.0,25400.0,Senior Java Developer,"Katowice, Kielce, Kraków, Lublin, Warszawa",Tak,22200.0
2341,19000.0,25400.0,Senior Java Developer,"Białystok, Kielce, Łódź, Poznań, Zielona Góra",Tak,22200.0
2342,19000.0,25400.0,Senior Java Developer,"Białystok, Kielce, Łódź, Poznań, Zielona Góra",Tak,22200.0
2343,19000.0,25400.0,Senior Java Developer,"Białystok, Kielce, Łódź, Poznań, Zielona Góra",Tak,22200.0
2352,9500.0,12500.0,Junior JavaScript Developer,"Szczawno-Zdrój, Wrocław",Tak,11000.0
2353,19000.0,25400.0,Senior Java Developer,"Gdańsk, Katowice, Kraków, Lublin, Warszawa",Tak,22200.0
2355,19000.0,25400.0,Senior Java Developer,"Gdańsk, Katowice, Kraków, Lublin, Warszawa",Tak,22200.0
2356,19000.0,25400.0,Senior Java Developer,"Gdańsk, Katowice, Kraków, Lublin, Warszawa",Tak,22200.0
2362,9500.0,12500.0,Junior JavaScript Developer,"Poznań, Wrocław",Tak,11000.0
2366,13000.0,17700.0,Web Fullstack Developer,"Gdańsk, Lublin, Warszawa",Tak,15350.0
2374,19000.0,25400.0,Senior Java Developer,"Gdańsk, Katowice, Kraków, Lublin, Warszawa",Tak,22200.0
2375,13000.0,17700.0,Web Fullstack Developer,"Gdańsk, Lublin, Warszawa",Tak,15350.0
2376,13000.0,17700.0,Java Backend Developer,"Łódź, Lublin, Poznań, Warszawa",Tak,15350.0
2378,13000.0,17700.0,Java Backend Developer,"Łódź, Lublin, Poznań, Warszawa",Tak,15350.0
2379,9500.0,12500.0,Junior JavaScript Developer,"Starogard Gdański, Warszawa",Tak,11000.0
2389,9500.0,12500.0,Junior JavaScript Developer,"Poznań, Wrocław",Tak,11000.0
2400,9500.0,12500.0,Junior JavaScript Developer,"Kraków, Wrocław",Nie,11000.0
2403,9500.0,12500.0,Junior JavaScript Developer,"Kraków, Wrocław",Nie,11000.0
2404,9500.0,12500.0,Junior JavaScript Developer,"Kraków, Wrocław",Nie,11000.0
2419,9500.0,12500.0,Junior JavaScript Developer,"Katowice, Warszawa",Nie,11000.0
2422,9500.0,12500.0,Junior JavaScript Developer,"Kraków, Wrocław",Nie,11000.0
2423,9500.0,12500.0,Junior JavaScript Developer,"Katowice, Warszawa",Nie,11000.0
2459,19000.0,25400.0,Senior Java Developer,"Białystok, Kielce, Łódź, Poznań, Zielona Góra",Tak,22200.0
2460,19000.0,25400.0,Senior Java Developer,"Białystok, Kielce, Łódź, Poznań, Zielona Góra",Tak,22200.0
2461,13000.0,17700.0,Web Fullstack Developer,"Katowice, Kielce, Kraków",Tak,15350.0
2464,13000.0,17700.0,Java Backend Developer,"Katowice, Kielce, Kraków, Warszawa",Tak,15350.0
2467,13000.0,17700.0,Java Backend Developer,"Gdańsk, Lublin, Szczecin, Warszawa",Tak,15350.0
2473,19000.0,25400.0,Senior Java Developer,"Białystok, Kielce, Łódź, Poznań, Zielona Góra",Tak,22200.0
2486,13000.0,17700.0,Web Fullstack Developer,"Kraków, Warszawa, Wrocław",Tak,15350.0
2499,9500.0,12500.0,Junior JavaScript Developer,"Gdańsk, Warszawa",Tak,11000.0
2519,13000.0,17700.0,Cloud Software Developer (Intelligent Selling Services),"Białystok, Bydgoszcz, Częstochowa, Gdańsk, Gliwice, Katowice, Kraków, Łódź, Lublin, Rzeszów, Warszawa, Wrocław",Tak,15350.0
2533,20000.0,25000.0,Senior Scrum Master,"Białystok, Bydgoszcz, Gdańsk, Katowice, Kraków, Łódź, Lublin, Poznań, Warszawa, Wrocław",Tak,22500.0
2538,13000.0,17700.0,Web Fullstack Developer,"Lublin, Poznań, Warszawa",Tak,15350.0
2566,9500.0,12500.0,Junior JavaScript Developer,"Poznań, Wrocław",Tak,11000.0
2568,9500.0,12500.0,Junior JavaScript Developer,"Katowice, Warszawa",Tak,11000.0
2570,9500.0,12500.0,Junior JavaScript Developer,"Warszawa, Wrocław",Tak,11000.0
2576,9500.0,12500.0,Junior JavaScript Developer,"Kraków, Zabierzów",Tak,11000.0
2577,9500.0,12500.0,Junior JavaScript Developer,"Kraków, Zabierzów",Tak,11000.0
2583,13000.0,17700.0,Web Fullstack Developer,"Katowice, Kielce, Krakow",Tak,15350.0
2584,13000.0,17700.0,Java Backend Developer,"Katowice, Krakow, Łódź, Warsaw",Tak,15350.0
2585,9500.0,12500.0,Junior JavaScript Developer,"Krakow, Warsaw",Tak,11000.0
2587,9500.0,12500.0,Junior JavaScript Developer,"Krakow, Warsaw",Tak,11000.0
2588,13000.0,17700.0,Web Fullstack Developer,"Katowice, Kielce, Krakow",Tak,15350.0
2589,13000.0,17700.0,Java Backend Developer,"Lublin, Rzeszów, Warsaw, Zielona Góra",Tak,15350.0
2590,9500.0,12500.0,Junior JavaScript Developer,"Krakow, Wrocław",Tak,11000.0
2594,19000.0,25400.0,Senior Java Developer,"Katowice, Krakow, Poznań, Warsaw, Wrocław",Tak,22200.0
2596,9500.0,12500.0,Junior JavaScript Developer,"Poznań, Wrocław",Tak,11000.0
2597,9500.0,12500.0,Junior JavaScript Developer,"Krakow, Warsaw",Tak,11000.0
2600,9500.0,12500.0,Junior JavaScript Developer,"Katowice, Łódź",Tak,11000.0
2602,9500.0,12500.0,Junior JavaScript Developer,"Katowice, Łódź",Tak,11000.0
2605,19000.0,25400.0,Senior Java Developer,"Bielsko-Biała, Katowice, Kraków, Płock, Rzeszów",Tak,22200.0
2608,13000.0,17700.0,Web Fullstack Developer,"Katowice, Kraków, Rzeszów",Tak,15350.0
2610,13000.0,17700.0,Web Fullstack Developer,"Katowice, Kraków, Rzeszów",Tak,15350.0
2616,9500.0,12500.0,Junior JavaScript Developer,"Katowice, Warszawa",Nie,11000.0
2619,13000.0,17700.0,Java Backend Developer,"Gdańsk, Kraków, Warszawa, Wrocław",Tak,15350.0
