nazwa,miasto,zdalnie,zarobki_min,zarobki_max
FRONTEND DEVELOPER (ANGULAR),"Katowice, +2 locations",Tak,7 000,10 000
Senior Front-end developer (ReactJS),Wrocław,Tak,21 890,24 620
Senior Full-Stack Developer,"Helsinki, +2 locations",Tak,24 000,25 000
Senior Front-end developer (ReactJS),Warszawa,Tak,21 890,24 620
Senior Front-End Engineer,"Kraków, +2 locations",Tak,21 000,30 000
Remote ReactJS Developer (mid),Warszawa,Tak,13 000,24 000
Senior JavaScript Developer,"Wrocław, +3 locations",Tak,16 800,25 200
React Lead Developer,"Warszawa, +2 locations",Tak,33 440,37 160
Senior Full Stack JavaScript Developer,Katowice,Tak,19 000,25 000
Front End Engineer (Angular),"London, +18 locations",Tak,26 260,30 640
Frontend Developer,Warszawa,Tak,16 000,25 000
Senior Fullstack Developer / Team Leader,Warszawa,Tak,25 200,30 240
Frontend Developer (JS),"Warszawa, +2 locations",Tak,29 730,33 440
Node.js Developer (remote),Warszawa,Tak,11 760,20 160
Junior Front-end Developer,Sopot,Tak,5 000,8 000
Junior Angular Developer,Wrocław,Nie,Brak danych,Brak danych
SAP Commerce Cloud / Hybris Frontend Dev. for Samsung SDS,"Warszawa, +1 location",Tak,28 000,33 000
Front-end Developer,Wrocław,Tak,12 000,17 000
Middle Backend Developer (Node.js),"Wrocław, +18 locations",Tak,11 000,16 000
Senior Backend Developer (Node.js),"Wrocław, +18 locations",Tak,17 000,24 000
REACT.JS DEVELOPER,Kraków,Tak,12 000,22 000
Senior Frontend Software Engineer,"Katowice, +4 locations",Nie,17 000,25 000
React Frontend Developer,Wrocław,Nie,14 000,22 000
Senior React Native Developer,"Wrocław, +2 locations",Tak,15 000,30 000
Node.js Developer (j. ang),Wrocław,Tak,9 000,18 000
React Frontend Developer,Warszawa,Tak,23 000,30 000
React Developer,Wrocław,Tak,12 000,18 000
Angular Developer,"Wrocław, +2 locations",Tak,12 000,18 000
Node.js Developer,Świdnica,Tak,9 000,18 000
Junior JavaScript Developer,Łódź,Nie,6 500,8 500
Mid Backend Developer,Warszawa,Tak,11 000,15 000
Senior JavaScript Developer,"Warszawa, +4 locations",Tak,20 000,26 000
Frontend Developer,Wrocław,Tak,9 000,18 000
Remote Node.js or GO or Python Developer,"Poznań, +4 locations",Tak,15 000,30 000
Node.js Developer,"Poznań, +2 locations",Tak,14 000,25 000
React Developer,"Poznań, +4 locations",Tak,Brak danych,Brak danych
FullStack Developer Node.js + JavaScript,Warszawa,Tak,19 000,33 600
Frontend Engineer with Angular,Warszawa,Tak,12 000,21 000
Node js. Developer,Warszawa,Tak,7 500,14 000
Senior Software Engineer - Node.js,"Kraków, +18 locations",Tak,18 000,28 000
Senior Node.js Developer,Warszawa,Tak,14 000,22 000
Frontend Developer,Kraków,Tak,13 500,20 000
Remote Software Engineer - Node.js,"Kraków, +18 locations",Tak,15 000,19 000
Frontend Developer,"Warszawa, +1 location",Tak,10 000,16 000
Backend Developer,"Katowice, +2 locations",Tak,13 180,21 960
Node.js Developer,"Kraków, +1 location",Tak,13 500,27 000
Front-end Developer (Kraken Team),Warszawa,Nie,14 000,21 000
Full Stack Developer (Go/Python + js),"Rzeszów, +1 location",Tak,22 000,25 000
Front-end Developer (Vue.js),"Kraków, +2 locations",Tak,11 000,21 900
Backend Developer,"Katowice, +2 locations",Tak,4 390,8 780
Node.js Developer,"Warszawa, +3 locations",Tak,25 200,33 600
Lead Developer (REMOTE),Warszawa,Tak,30 000,40 000
Front-end Developer,"Warszawa, +2 locations",Tak,12 000,19 000
Angular Developer,"Warszawa, +6 locations",Tak,26 880,31 920
Backend Developer (Customer Apps),Wrocław,Tak,Brak danych,Brak danych
Frontend Developer (Customer Apps),Wrocław,Tak,Brak danych,Brak danych
Senior Front-end Developer,"Kraków, +2 locations",Tak,14 700,21 150
Frontend Engineer,Warszawa,Nie,20 000,35 000
Senior JS (Game) Developer,"Kraków, +1 location",Tak,Brak danych,Brak danych
Node.js / AWS Developer,Warszawa,Tak,18 000,24 000
Node.js Developer,Warszawa,Tak,9 000,15 700
Front-end developer,Lublin,Nie,7 500,15 000
Frontend Developer,Warszawa,Nie,9 000,15 000
Junior JavaScript/BrightScript Developer,Wrocław,Nie,5 000,7 000
Full Stack Lead Engineer,Wrocław,Tak,24 000,28 000
Front-end Developer (Angular),"Gdańsk, +2 locations",Nie,Brak danych,Brak danych
Full Stack Engineer,Warszawa,Tak,18 000,25 000
Front-end Developer,Lublin,Tak,25 000,28 000
Senior Frontend Developer,"Kraków, +1 location",Tak,19 000,23 000
Senior JavaScript Developer,"Gdańsk, +1 location",Tak,Brak danych,Brak danych
Senior Backend Developer,Warszawa,Tak,18 000,22 000
Front End / Javascript Engineer,"Warszawa, +1 location",Tak,Brak danych,Brak danych
Full Stack Engineer,Warszawa,Tak,18 000,25 000
Front-end Developer,Lublin,Tak,25 000,28 000
Senior Frontend Developer,"Kraków, +1 location",Tak,19 000,23 000
Senior JavaScript Developer,"Gdańsk, +1 location",Tak,Brak danych,Brak danych
Senior Backend Developer,Warszawa,Tak,18 000,22 000
Front End / Javascript Engineer,"Warszawa, +1 location",Tak,Brak danych,Brak danych
Expert JavaScript Developer,"Gdańsk, +1 location",Tak,Brak danych,Brak danych
Angular Senior Developer-Remote /Wrocław,Wrocław,Tak,14 000,19 000
Full-stack Javascript Developer,Łódź,Tak,11 000,18 000
Frontend (Remote) Developer,"Warszawa, +2 locations",Tak,14 000,22 000
Programista Frontend – VUE.JS,Poznań,Nie,Brak danych,Brak danych
Backend Engineer with Node.js (Regular),Łódź,Tak,15 000,20 000
Senior Full Stack Developer,"Wrocław, +1 location",Tak,19 000,23 000
Frontend Vue.js Developer,"Wrocław, +2 locations",Tak,14 000,20 000
Senior Frontend Engineer,"Kraków, +2 locations",Tak,21 000,27 000
Remote Senior/Regular React Developer,"Poznań, +2 locations",Tak,14 520,23 760
Remote Senior/Regular Node.js Developer,"Poznań, +2 locations",Tak,12 960,25 920
Mid/Senior Fullstack Developer (Java/Angular),"Warszawa, +4 locations",Tak,12 000,20 000
Junior Angular Developer,Kraków,Nie,8 000,12 000
Node.js (Senior/Mid) Developer,Gdynia,Tak,14 000,22 000
JavaScript Developer,"Kraków, +2 locations",Tak,9 000,13 000
Node.js Developer (Prowly),Warszawa,Tak,18 000,23 000
Frontend Developer - 100% Remote,"Warszawa, +2 locations",Tak,18 400,29 500
React Developer,Kraków,Tak,17 000,25 000
Senior React Developer,Warszawa,Tak,23 000,30 000
Junior Frontend Developer,"Kraków, +2 locations",Tak,5 500,9 200
Ninja Vue.js Developer (Junior ++),Gliwice,Tak,7 000,9 000
Mid/Senior Frontend Developer,"Warszawa, +2 locations",Tak,15 000,28 800
React Native Developer,"Kraków, +2 locations",Tak,15 000,20 000
Senior React Developer,Warszawa,Tak,20 000,30 000
JavaScript Developer,"Wrocław, +2 locations",Tak,16 800,22 800
Angular Mid Frontend Developer,"Gliwice, +2 locations",Tak,7 000,13 000
Remote Regular/Senior Vue Developer,"Gdańsk, +2 locations",Tak,11 880,23 760
Fullstack JavaScript Developer,Kraków,Tak,16 500,29 000
React Developer,Warszawa,Nie,12 000,19 000
Fullstack React/Node Developer,"Gdynia, +2 locations",Tak,8 000,15 000
Senior React Developer,Warszawa,Tak,18 000,22 000
Senior Front-End React Developer,"Kraków, +2 locations",Tak,18 000,28 000
Software Engineer Node - Remote (B2B),"Berlin, +2 locations",Tak,55 740,65 030
Adobe Campaign Developer / Architect,Warszawa,Tak,Brak danych,Brak danych
Frontend & Backend Developers,"Boca Raton, +2 locations",Tak,18 000,32 000
Frontend Developer,Łódź,Nie,13 000,20 000
React Native Developer,Gliwice,Tak,13 440,21 840
Frond-end Developer z React,Warszawa,Tak,16 000,24 000
Frontend Developer,"Wrocław, +18 locations",Tak,14 000,22 000
Mid Frontend Developer,"Poznań, +2 locations",Tak,Brak danych,Brak danych
Senior Frontend (React) Web Developer,"Warszawa, +5 locations",Tak,19 760,30 750
Senior Frontend Developer,"Warszawa, +14 locations",Tak,23 500,26 500
Frontend Engineer (React),"Kraków, +1 location",Tak,17 400,23 900
Frontend Developer,Kraków,Tak,13 000,20 000
Senior Frontend Developer,"Gdańsk, +4 locations",Tak,Brak danych,Brak danych
Junior Node.js Developer,Gliwice,Tak,6 000,8 000
Node.js Developer,"Warszawa, +2 locations",Tak,10 000,16 000
Frontend Engineer - Municipal Cloud MGMT,Warszawa,Tak,16 500,27 000
"Full-stack developer, node.js, react","Warszawa, +5 locations",Tak,18 000,27 000
Remote Mid/Senior Angular Dev,"Bydgoszcz, +2 locations",Tak,11 550,23 100
Backend Engineer,Barcelona,Tak,16 410,32 830
Senior Full Stack Cloud Developer,Wrocław,Tak,20 000,30 000
Senior Developer - relocation to Oslo,"Oslo, +2 locations",Nie,23 230,37 160
Frontend Developer React,"Kraków, +2 locations",Tak,13 000,17 000
Programista Front-end/JavaScript,Kraków,Tak,14 000,17 000
Architect JavaScript (Angular),"Warszawa, +2 locations",Tak,25 000,30 000
Senior JavaScript (TypeScript) Developer,"Warszawa, +2 locations",Tak,20 000,24 000
Backend Developer,"Katowice, +2 locations",Tak,8 780,13 180
React Developer,"Wrocław, +2 locations",Tak,16 000,22 500
Software Engineer,"Warszawa, +1 location",Tak,Brak danych,Brak danych
React Frontend Developer,Warszawa,Tak,12 000,17 000
Starszy Programista Front-end/JavaScript,Kraków,Tak,20 000,26 000
Front-End Developer,Katowice,Nie,8 000,12 000
Frontend Developer (Angular),Warszawa,Tak,12 000,16 000
Senior Node.js Software Engineer,Kraków,Tak,17 000,23 000
Senior JavaScript Developer (Angular),"Warszawa, +2 locations",Tak,17 000,20 000
Front-End Developer,Łódź,Nie,8 000,14 000
Junior Front-end Developer,"Warszawa, +3 locations",Tak,6 720,11 760
Front-End Developer,"Poznań, +2 locations",Nie,Brak danych,Brak danych
Frontend Developer (React),"Katowice, +2 locations",Tak,8 000,16 000
Junior Frontend Developer,Wrocław,Nie,Brak danych,Brak danych
Implementation Specialist,Warszawa,Nie,Brak danych,Brak danych
JavaScript Developer,Wrocław,Tak,15 000,29 000
Front-end Technical Team Leader,Warszawa,Tak,20 000,25 000
Front End Developer,Warszawa,Tak,Brak danych,Brak danych
Mid / Senior  Frontend Developer,"Poznań, +11 locations",Tak,14 000,27 100
Junior Front-end Developer,Warszawa,Nie,7 500,11 000
Implementation Specialist,Warszawa,Nie,Brak danych,Brak danych
JavaScript Developer,Wrocław,Tak,15 000,29 000
Front-end Technical Team Leader,Warszawa,Tak,20 000,25 000
Front End Developer,Warszawa,Tak,Brak danych,Brak danych
Mid / Senior  Frontend Developer,"Poznań, +11 locations",Tak,14 000,27 100
Junior Front-end Developer,Warszawa,Nie,7 500,11 000
Front-End Developer,Kraków,Nie,Brak danych,Brak danych
Senior JavaScript Developer (Fullstack),"Warszawa, +2 locations",Tak,20 000,22 000
Senior Frontend Developer - React,"Kraków, +4 locations",Tak,18 000,25 000
React Developer,"Wrocław, +2 locations",Tak,10 000,18 000
Junior Frontend Developer,Warszawa,Tak,,
Senior NodeJS Developer,"Wieliczka, +7 locations",Tak,15 120,25 200
Projektant - Programista Front-end,Sopot,Nie,Brak danych,Brak danych
Full Stack Developer,"Seattle, +9 locations",Tak,17 570,28 550
Frontend Engineer,Warszawa,Nie,Brak danych,Brak danych
Senior Fullstack Software Engineer,"Warszawa, +2 locations",Tak,39 530,57 100
Front-End Developer,"Gdańsk, +2 locations",Tak,14 000,20 000
Angular+Node.js/Python Developer,"Kraków, +2 locations",Tak,19 000,27 000
Fullstack Developer,Warszawa,Tak,15 000,18 000
Mid Full-stack Engineer (React/TypeScript),"London, +2 locations",Tak,16 410,24 620
ReactJS Front-End Developer,"Warszawa, +1 location",Tak,12 000,24 000
UI/Frontend Developer,Poznań,Nie,8 000,15 000
React Developer,"Łódź, +2 locations",Tak,8 000,15 000
Staff Fullstack Software Engineer,"Warszawa, +2 locations",Tak,65 880,83 450
Remote Mid/Senior Front-End Developer,"Lublin, +2 locations",Tak,11 000,20 000
Node.js Software Engineer,Kraków,Nie,11 000,21 000
Remote Senior Fullstack Developer,Berlin,Tak,23 000,26 500
Junior Backend Developer (Node.js),"Wrocław, +4 locations",Tak,6 000,9 000
Senior Front-End Engineer (Angular),"Kraków, +2 locations",Tak,17 570,30 750
Frontend Developer (mid level),Gdańsk,Nie,8 000,13 500
React Developer,Gdańsk,Tak,14 000,19 000
Senior Frontend Engineer - React,Kraków,Nie,16 000,21 000
"Software Engineer, React Components","Katowice, +18 locations",Tak,15 000,22 000
"Sr Software Engineer, React Components","Katowice, +18 locations",Tak,21 000,27 000
Front-End Developer (Angular),"Wrocław, +1 location",Nie,Brak danych,Brak danych
Frontend Engineer - React,Kraków,Nie,10 000,16 000
Frontend Developer,Łódź,Nie,Brak danych,Brak danych
Frontend Developer (Angular),Warszawa,Nie,8 000,13 000
Full Stack Team Lead,Warszawa,Nie,30 000,40 000
JavaScript Frontend Developer,Warszawa,Tak,18 580,27 870
React Developer,"Poznań, +2 locations",Tak,16 000,25 000
Frontend Developer (React),"Warszawa, +2 locations",Tak,22 500,33 000
Junior Front-end Developer,Warszawa,Tak,,
Front-end Developer (React),"Wrocław, +2 locations",Tak,9 700,19 200
React Developer (remote),"Warszawa, +3 locations",Tak,18 480,28 560
Frontend Developer,"Wrocław, +1 location",Tak,8 800,16 000
JavaScript Fullstack Developer,Kraków,Tak,15 600,18 000
Senior Frontend Developer (Vue.js),"Warszawa, +1 location",Tak,14 000,20 000
React Developer,Warszawa,Tak,10 000,14 000
Vue Mordeczka Prawilna,Kraków,Tak,15 000,21 000
Senior Frontend Developer,Wrocław,Tak,Brak danych,Brak danych
Frontend Developer,"Gdańsk, +2 locations",Tak,11 000,21 600
Senior/Principal Frontend Developer,"Gdańsk, +2 locations",Tak,15 000,30 000
Senior JavaScript/React.js developer,"Wrocław, +1 location",Tak,23 230,32 520
Senior Frontend Software Engineer,Gdańsk,Tak,17 000,32 000
Senior Frontend Developer,"Kraków, +1 location",Tak,15 000,22 000
Junior Angular Developer,Gdańsk,Nie,6 000,7 000
Junior Front-end developer,Lublin,Nie,5 000,9 000
Junior Backend Engineer (TypeScript),"Toronto, +17 locations",Tak,18 000,24 000
Angular Developer (MID/SENIOR),"Katowice, +2 locations",Tak,16 000,24 000
Remote Senior Blockchain Developer,Warszawa,Tak,18 000,29 000
Frontend Developer,"Kraków, +1 location",Tak,11 000,18 000
Node.js backend developer (100% remote),"Wrocław, +2 locations",Tak,11 000,20 000
React | Frontend Developer,"Warszawa, +1 location",Tak,7 000,13 000
Remote Mid Blockchain Developer,Warszawa,Tak,12 000,18 000
Senior Frontend Developer,"Gliwice, +2 locations",Tak,17 000,26 000
Frontend developer (React),"Wrocław, +2 locations",Nie,12 500,19 500
Senior Frontend Engineer,Warszawa,Tak,Brak danych,Brak danych
Frontend Developer,Kraków,Nie,13 000,18 000
"Senior Frontend Engineer (TS, React)",Warszawa,Tak,25 800,36 400
Junior Frontend Developer,Wrocław,Nie,6 000,9 000
Node.js Backend Developer,Kraków,Nie,10 000,16 000
Programmer JavaScript / TypeScript,Warszawa,Tak,5 000,10 000
Node.js / Typescript Developer,Łódź,Tak,11 000,18 000
Senior Frontend Developer (React),Kraków,Tak,17 000,29 000
Front-End Developer  (Angular),Wrocław,Tak,14 000,23 500
Senior NodeJS Engineer,Białystok,Tak,20 000,30 000
React Developer,Łódź,Tak,11 000,18 000
Programista JavaScript / TypeScript,Warszawa,Tak,16 000,22 000
React Developer,"Poznań, +2 locations",Tak,18 480,23 520
Fullstack Developer,"Wrocław, +2 locations",Tak,10 000,16 000
Senior Fullstack Developer,"Wrocław, +2 locations",Tak,16 000,25 000
Programmer JavaScript / TypeScript,Warszawa,Tak,5 000,10 000
Node.js / Typescript Developer,Łódź,Tak,11 000,18 000
Senior Frontend Developer (React),Kraków,Tak,17 000,29 000
Front-End Developer  (Angular),Wrocław,Tak,14 000,23 500
Senior NodeJS Engineer,Białystok,Tak,20 000,30 000
React Developer,Łódź,Tak,11 000,18 000
Programista JavaScript / TypeScript,Warszawa,Tak,16 000,22 000
React Developer,"Poznań, +2 locations",Tak,18 480,23 520
Fullstack Developer,"Wrocław, +2 locations",Tak,10 000,16 000
Senior Fullstack Developer,"Wrocław, +2 locations",Tak,16 000,25 000
Software Developera- 35h/week- TypeScript,Paryż,Tak,14 700,26 000
Middle JavaScript Developer,"Warszawa, +2 locations",Tak,16 000,19 000
Node.js Backend Developer (100% remote),"Rzeszów, +2 locations",Tak,11 000,20 000
Backend NodeJS Developer,"Warszawa, +2 locations",Tak,11 000,17 000
Przyszły Developer Node.js,Gliwice,Tak,9 500,16 000
Regular JS Developer with Electron JS,"Gliwice, +2 locations",Tak,16 000,21 000
Full stack developer,"Turku, +2 locations",Tak,29 730,40 880
Senior Backend Engineer (Node.js),"Rzeszów, +6 locations",Tak,14 200,19 500
"SEO Developer (PHP, Python lub JS)",Katowice,Tak,8 000,12 000
Frontend React Engineer (Biotech),Wrocław,Tak,21 850,26 050
Javascript Developer,Łódź,Tak,10 000,20 000
Junior Web Developer,Białystok,Nie,4 500,8 000
Frontend Developer Angular,Wrocław,Tak,18 000,21 000
React Developer with German,"Wrocław, +2 locations",Tak,10 500,19 000
Front-End Developer (Angular),Gdańsk,Tak,16 500,19 000
Angular Developer,"Kraków, +2 locations",Tak,12 500,20 500
Senior Full Stack Developer,Warszawa,Tak,16 800,25 200
JavaScript Developer,Warszawa,Tak,20 000,25 000
Mid Front-End Dev (design-driven eComm agency),"Wrocław, +4 locations",Tak,10 000,16 000
Node.js Developer,"Gdynia, +2 locations",Tak,8 000,14 000
JS/React Developer,"Gdynia, +2 locations",Tak,8 000,14 000
Mid Frontend Developer (ReactJS),"Wrocław, +1 location",Tak,15 790,18 580
Experienced Frontend Developer,Warszawa,Nie,12 936,19 152
Frontend Developer,Warszawa,Nie,8 400,12 936
Junior Frontend Developer,Kraków,Tak,4 000,8 000
QA Automation Tester with JavaScript,"Gdańsk, +1 location",Tak,12 000,18 000
Middle/Senior Full-Stack Developer,"Kraków, +2 locations",Tak,17 570,28 990
JavaScript Developer,"Wrocław, +2 locations",Tak,9 000,15 000
Middle/Senior JS Developer (React),"Kraków, +2 locations",Tak,17 570,28 990
React & Typescript Developer,Gdańsk,Nie,11 000,15 000
Middle Strong/Senior Angular Developer,"Kraków, +2 locations",Tak,17 570,28 990
Frontend Developer,Warszawa,Tak,17 000,19 000
Senior Front-end Developer,Warszawa,Tak,26 880,33 600
Middle/Senior JS Software Developer,"Kraków, +2 locations",Tak,17 570,28 990
Staff Backend Engineer (web3),"Warszawa, +2 locations",Tak,30 500,39 500
Remote Front End Developer (mid/senior),"Wrocław, +2 locations",Tak,20 000,24 000
Full Stack .Net Developer (React),Warszawa,Tak,21 840,25 200
Mid/Senior Frontend Developer,Wrocław,Tak,14 000,21 500
Front-End Tech Lead,Łódź,Tak,Brak danych,Brak danych
Web Developer,Białystok,Nie,8 000,15 000
Programista Front-End,Łódź,Tak,Brak danych,Brak danych
Mid Frontend Developer (React),Warszawa,Tak,11 000,15 000
Frontend Software Engineer,Gdańsk,Tak,12 000,17 000
Front-end Developer,"Opole, +1 location",Tak,8 000,15 000
Mid Frontend Developer,Warszawa,Tak,12 000,18 000
Senior Frontend Developer,Warszawa,Tak,19 000,29 000
Lead Fullstack Engineer,Kraków,Tak,23 000,32 000
Staż Informatyczny - Fullstack Developer,Zabierzów,Nie,Brak danych,Brak danych
React Developer (remote),"Poznań, +3 locations",Tak,11 760,18 480
JavaScript Developer (Mid/Senior),Gdańsk,Tak,13 000,25 000
Senior JavaScript Developer,"Łódź, +2 locations",Tak,16 000,25 000
Senior Salesforce Developer,"Szczecin, +2 locations",Tak,11 190,15 100
Backend and AWS Software Engineer,Gdańsk,Nie,11 000,15 000
Senior Full Stack Developer,"Nicosia, +2 locations",Tak,17 570,21 960
JavaScript Developer,"Łódź, +2 locations",Tak,10 000,19 000
Test Automation Engineer (Cypress + TS),Kraków,Nie,11 760,22 680
JavaScript Developer,Wrocław,Tak,10 000,18 000
IoT Fullstack TypeScript Developer,Warszawa,Nie,Brak danych,Brak danych
Senior Software Architect - Salesforce,"Szczecin, +2 locations",Tak,11 190,15 100
Node.js Developer,"Kraków, +2 locations",Tak,10 900,15 100
Expert Software Engineer,Gdańsk,Tak,32 000,38 000
React Developer,Katowice,Nie,20 160,25 200
Frontend Developer,Gdańsk,Tak,Brak danych,Brak danych
React Developer,Katowice,Nie,16 800,21 000
Senior Backend Developer for Blockchain platform,"Brno, +3 locations",Tak,Brak danych,Brak danych
Node.js Developer,"Lublin, +3 locations",Tak,18 000,23 500
React.js developer (regular),"Warszawa, +18 locations",Tak,10 000,15 000
Frontend Developer,"Warszawa, +2 locations",Tak,Brak danych,Brak danych
Full Stack JavaScript Engineer,Warszawa,Tak,22 500,45 000
UI Engineer / React.js Developer,Warszawa,Tak,20 000,29 000
Javascript Developer,Wrocław,Nie,6 000,8 000
Mid/Senior FullStack JS Developer,Warszawa,Tak,18 000,25 000
React.js developer (regular),"Warszawa, +18 locations",Tak,10 000,15 000
Frontend Developer,"Warszawa, +2 locations",Tak,Brak danych,Brak danych
Full Stack JavaScript Engineer,Warszawa,Tak,22 500,45 000
UI Engineer / React.js Developer,Warszawa,Tak,20 000,29 000
Javascript Developer,Wrocław,Nie,6 000,8 000
Mid/Senior FullStack JS Developer,Warszawa,Tak,18 000,25 000
FrontEnd Developer,Gdańsk,Tak,10 000,12 000
Angular / Frontend Engineer to P&F,"Gdynia, +1 location",Nie,Brak danych,Brak danych
Senior Full Stack Developer,Gliwice,Tak,17 000,26 000
"Software Engineer, Augmented Reality",Zurych,Tak,Brak danych,Brak danych
Remote React Native Mobile Developer,"Warszawa, +2 locations",Tak,26 000,30 000
Senior JavaScript Engineer,San Diego,Tak,Brak danych,Brak danych
React Native Developer,Warszawa,Tak,19 000,28 000
Mid Frontend Developer (Angular)- Remote,"Warszawa, +2 locations",Tak,24 620,27 410
Full stack developer (React.js + Node.js/Python) / Tech Lead,"Warszawa, +18 locations",Tak,20 000,30 000
Frontend Developer (Smart TV),Gdańsk,Tak,Brak danych,Brak danych
Mid Frontend Developer (React),"Malmö, +2 locations",Tak,Brak danych,Brak danych
Senior NodeJS Developer,"Warszawa, +2 locations",Tak,25 000,32 000
Fullstack Developer (Node.js/React),"Gliwice, +2 locations",Tak,16 000,23 000
Junior/Regular Frontend Developer,"Warszawa, +1 location",Tak,10 000,18 000
Front-end Software Engineer (Angular),"Kraków, +1 location",Tak,Brak danych,Brak danych
Senior Javascript (React.js) Developer,Warszawa,Tak,15 000,24 749
Frontend Developer,Warszawa,Tak,18 000,24 000
Frontend Developer 🚀,Kraków,Tak,10 080,15 120
Full stack Engineer,"Milano, +3 locations",Tak,6 970,13 940
Senior Front-end Engineer (Angular),"Kraków, +1 location",Tak,Brak danych,Brak danych
Node.js Developer,"Kraków, +2 locations",Tak,17 570,32 940
Senior Frontend Engineer,Kraków,Tak,17 000,22 000
Junior React Developer,Warszawa,Nie,8 000,10 000
Angular Frontend Developer,Warszawa,Tak,23 000,27 000
Open Source Senior Frontend (React) Engineer,Kraków,Tak,15 000,25 100
Senior Angular Developer,Warszawa,Tak,18 000,24 000
Frontend Developer,"Warszawa, +2 locations",Tak,Brak danych,Brak danych
Senior React Developer - 100% remote,Warszawa,Tak,18 000,24 000
Angular Developer (mid/senior),Warszawa,Tak,14 000,22 000
"Engineering Manager, Cloudflare Stream",Toronto,Tak,Brak danych,Brak danych
Front-end Developer (Angular),Warszawa,Tak,10 000,14 000
Vue.JS Developer,Warszawa,Tak,16 800,18 480
Senior Frontend Developer (Angular),Warszawa,Tak,16 000,24 000
Junior Frontend Developer,Warszawa,Nie,8 000,9 000
Software Engineer,Warszawa,Nie,Brak danych,Brak danych
Full Stack Developer - Web Developer,Warszawa,Tak,10 000,12 000
Node.js developer (mid/senior),Wrocław,Tak,17 000,27 000
Front-End Developer (Angular 2+),"Gdynia, +1 location",Nie,10 000,18 000
Node.js Developer,Wrocław,Tak,Brak danych,Brak danych
React Developer,"Warszawa, +2 locations",Tak,8 000,15 000
Front End Developer,Poznań,Nie,10 100,20 200
Web Developer,"Wrocław, +2 locations",Tak,Brak danych,Brak danych
Frontend Developer,Warszawa,Tak,Brak danych,Brak danych
Frontend Developer,Warszawa,Tak,23 100,26 250
Frontend Developer,Gdańsk,Tak,16 000,20 000
Senior JavaScript Engineer,Katowice,Tak,20 000,25 000
JavaScript Engineer,Katowice,Tak,12 000,17 000
Junior Blockchain (Solidity) Developer,Gliwice,Nie,4 000,8 000
Senior Full Stack Developer - Remote,"London, +4 locations",Tak,Brak danych,Brak danych
Mid Full Stack Developer - Remote,"London, +4 locations",Tak,Brak danych,Brak danych
VueJS Front-End Developer,"Warszawa, +2 locations",Tak,13 000,20 000
Software Engineer - Backend,"Warsaw, +4 locations",Tak,17 000,23 500
Senior Frontend Developer (React),Wrocław,Tak,15 000,20 000
Frontend Developer (React or Angular),"Poznań, +2 locations",Tak,15 000,22 000
Software Engineer,Kraków,Nie,Brak danych,Brak danych
Senior React Developer (Fully Remote),Poznań,Tak,22 000,26 000
Senior Frontend Developer,Gdańsk,Tak,18 000,26 000
Software Developer (Internship),Kraków,Nie,,
Senior Node.js Developer,"Wrocław, +2 locations",Tak,20 350,26 350
Senior Frontend Developer,Warszawa,Tak,13 000,17 000
Fullstack Developer (Node.js + Angular),Gdańsk,Tak,16 000,22 000
React frontend developer,"Warszawa, +2 locations",Tak,Brak danych,Brak danych
Frontend Developer,Warszawa,Nie,8 000,14 000
JS Fullstack Developer - Fortune 500 app,Kraków,Tak,16 000,24 000
"Senior Software Engineer, Cloud",Londyn,Tak,31 730,33 920
Frontend Developer (React),Warszawa,Tak,20 000,25 000
Frontend Developer (Angular 8+),"Warszawa, +2 locations",Tak,14 000,18 000
Senior Node.js Developer,"Kraków, +18 locations",Tak,20 000,28 000
React Engineer (remote),"Warszawa, +2 locations",Tak,12 000,18 000
Senior React Engineer (remote),"Warszawa, +2 locations",Tak,15 000,22 000
JavaScript Developer,Warszawa,Tak,Brak danych,Brak danych
Frontend Developer,Warszawa,Nie,16 000,20 000
JavaScript (Angular/NodeJS) Developer,Warszawa,Tak,13 000,22 000
Backend Developer,Paris,Tak,20 900,37 160
Smart Contract Developer (praca zdalna),"Gdynia, +2 locations",Tak,25 000,50 000
Remote JavaScript Developer,"Kraków, +18 locations",Tak,18 000,20 000
Junior Front-End Developer,Kraków,Nie,5 000,8 000
JavaScript Developer,Warszawa,Tak,Brak danych,Brak danych
Frontend Developer,Warszawa,Nie,16 000,20 000
JavaScript (Angular/NodeJS) Developer,Warszawa,Tak,13 000,22 000
Backend Developer,Paris,Tak,20 900,37 160
Smart Contract Developer (praca zdalna),"Gdynia, +2 locations",Tak,25 000,50 000
Remote JavaScript Developer,"Kraków, +18 locations",Tak,18 000,20 000
Junior Front-End Developer,Kraków,Nie,5 000,8 000
Mid Developer (Angular/ React),Warszawa,Tak,9 000,18 000
Senior Developer (Angular/ React),Warszawa,Tak,12 000,23 000
Lead JavaScript Developer,"Katowice, +3 locations",Tak,14 000,20 500
Senior JavaScript Developer,"Katowice, +3 locations",Tak,12 000,17 500
Frontend Developer,Warszawa,Nie,11 000,17 000
Senior React Developer,"Kraków, +1 location",Nie,20 000,28 000
Frontend Developer with Vue or React,"Kraków, +2 locations",Nie,9 000,18 000
Programista Vue.js,Niemcz,Tak,17 000,20 000
Frontend Developer (Angular),Kraków,Nie,Brak danych,Brak danych
React Native Developer,Poznań,Nie,20 100,26 800
Junior Software Engineer (Angular),Gliwice,Nie,Brak danych,Brak danych
